pair,n_annotations,n_workers,n_contradictions,n_workers_contradicting,ratio_workers_contradicting,contradiction_annotation_ratio,n_possible_contradictions,contradiction_poss_contradiction_ratio,average_time_pair,workers_contradicting,workers_not_contradicting,"('afforded_usual', 'unusual')","('typical_of_concept', 'unusual')","('implied_category', 'unusual')",annotations_with_contradiction,"('typical_of_property', 'unusual')","('impossible', 'typical_of_concept')","('impossible', 'typical_of_property')","('affording_activity', 'unusual')","('implied_category', 'impossible')","('affording_activity', 'impossible')","('afforded_usual', 'impossible')"
round-disc,50,5,15,3,0.6,0.3,40,0.375,44.86628,57a25e691602010001041ab1 5cd94cb10196990019dbcb09 5de79de25feb6e705b799e45,5bb202b18aba5700017f36f6 5d1cf9681118d600011be7ff,,3.0,3.0,c2953577-f911-4fab-9885-9ea9617a005b 579c778c-7c5c-4b82-9e97-e0bd2ba8bd59 9661566b-1afc-4bf2-a3ee-a22337ed62bb 92b3a73b-cb2d-4237-92e8-96f6f7b8540a ab89f30f-9a75-4d8d-bd39-1d3d0ebab9ce 4347034a-d33f-461c-8ee7-75b131a2f0c0 a4504d87-fc7b-4aac-8bc5-5be0b021c603 13a00b9a-a327-420f-be24-cf78b871fa79 c9dd6d23-9ed0-4736-a623-5b6f09512121 fef9551a-773d-40aa-bf7c-92e2c6ae1177 19b0d812-3f6c-4198-a39e-6cd61b26dd36 6e46650a-ce3b-44ec-ae34-af4c4b206818 53c79da3-cdcf-481d-86f3-0cf82ba63d01 6e871b2d-39a8-4db4-aa31-1e6f87561f86 64505648-0797-418f-b919-b923a2d69c1f 07f08ccc-994f-48fe-b2f6-2eb927251f99 577c30e7-33e8-4e07-a45b-dbbb29318c80 2dab96b7-13ba-465f-b77b-39b3d417d6aa 500e9ad4-b3c1-4937-a181-d236fa2d0795 d06c559e-c94f-4773-908e-196c1e561f1a e500390c-4889-4692-83ee-17b5e6995daa e3d4540e-0ca5-471c-98cc-023c4bbf8c55 00ea9e86-c98d-42e1-b15f-328c5b549acd 40b83e2f-438c-47e3-9522-6e93193dac5e 7f765e46-c4aa-4ef1-9dc1-748d9907d074 c8b7d52b-2f96-4894-85fc-9f36322adbf8 ec7fa523-0ace-4711-838d-d6744d3d0492 8e11ffca-f134-483f-bc4e-fcf7f11acd04 bca8c23d-b049-438c-a2a2-56c7ac6237a2 716cf5a5-cbfb-4c95-bf32-7e10a9820299,3.0,1.0,1.0,2.0,1.0,1.0,
red-nectarine,50,5,7,3,0.6,0.14,40,0.175,82.19323999999999,5b9581133b90af00014e3cb2 5c79d035998fb70001efcf1e 5de043dae448c60bb13722af,5baed9241fefee0001ecb8c3 5de2414f93203f26d66ba564,,2.0,1.0,a21c1386-4cf8-42bd-8f99-45accd5b6051 11729eb6-2d6a-4c72-a6d3-72146b988197 08ad1054-d60d-4157-b466-aca5a62521ef 9d689d95-dee0-49eb-b580-2d22cdc849a9 e638c24f-78b5-44bc-988b-575ea53e37f5 e9b48da4-3836-43cb-9966-8dce5f360aa3 5df9a7e2-4c7b-46de-ba6a-e8532f15adfb 99b795f3-45df-4b13-8ca9-43cccf0d198c d370aa9f-e2b6-4f6c-bf1e-cc57f1a1a2ce 3591c391-f770-4c6b-b0fc-28f6e406c98c 64afe50a-73d4-4081-9332-21cf828125fa a5273c60-9b2a-45f9-a92b-cb643fd7e876 5486cf1e-dae1-450e-92ea-5d51a2158f39 e81b2fbc-5916-46f2-8aeb-f62256c346ef cd0e2f96-ca48-4365-be06-030621fe12c2 3f92c9c0-822d-4445-90fe-09ce38e63cbe 5559349c-ac92-433c-9abe-3f79ab4de31b 470e581a-412a-4799-a59b-d386224d8c95 bbabe548-8169-4caf-8637-bb82c93efeac 51c542e8-b6a9-4058-8f2f-4c7f80f1ddf6 e86e2f00-0431-4f7f-bab9-f73d2c040f65 a8e0bb76-8549-45f1-9cd5-409900e38957 3a106f56-8ce7-4f88-8706-08cfb8717bc5 98f4494d-4f32-4d7a-a0ff-50c4382a7814 e6cc1355-272c-48f3-a8cb-4a1bea988785 5a820121-4ec0-4e9b-b770-13e9bdf795d9 fe88200d-194f-44a8-b1d3-30b9ab1e4e27 c48f8764-068d-4eb3-85c6-11220c22165f 7da0824b-12d8-45af-9120-3e90144b487d 2112fa19-1f0b-4eb0-9acb-c1ca11693295,1.0,1.0,1.0,,1.0,,
red-raspberry,50,5,11,3,0.6,0.22,40,0.275,78.14953999999999,5a473bda7aebf70001153fb5 5d53cd2405ac770016f224e5 5db35f3fe6208e000af26586,591d7a33e4b20e00016c2798 5d4aa7d50b5bf80015ad014d,,2.0,2.0,f9bc916f-12a2-43a4-854b-fb5435fc63a3 399e507d-868b-4a88-803e-dad19b4cb613 458aca3b-2387-446b-b168-3779197d56f6 6414ba39-8969-405b-87d7-e915600acc9e 26872497-282e-4407-8da8-d2e8c86f2fad 68f22507-f731-4fd3-abc0-e15ac884d7fd d7b7fb55-6d07-45da-b91d-ec04a849d7ae 5501d986-bc08-49c1-a878-153eebe24201 3ac31b51-b4d3-4bd8-b5af-84b035bceb48 a5f91451-a449-4757-8b7a-eee1c8556f05 0b8da51d-a02e-4a70-8549-40eb397e4c9d 9b6f446e-2872-4edc-8d52-7dfe1d960bd9 bb029910-52f1-45ad-8c09-032afb5d80b2 0c5d945b-81db-42ea-8bd9-527e979f8c28 9f14b294-cbf8-46a2-88c1-3f2be973d468 f5519dbc-e77b-4fce-8272-63241173e218 15c8d77e-0a40-40ae-bd42-b696bb99ad3b 46501cb2-e6aa-452d-8914-dea043aa2a30 2a9be687-57de-4eb9-95b5-257d889bb1b7 a58b6734-5862-4f3f-9967-b6b3091513e5 35ad38aa-9a17-4024-bb04-30ef1f244543 a1defd1b-77a6-4845-b51b-9021eecae9b8 e29fcfb8-aa9b-47c2-9291-84dd2c79a36e 90116bb4-8ece-4c6b-af5b-812833911137 c19b7f35-1606-4a3e-9468-5ca26965eeb0 8c373ee0-24aa-482d-818f-537ef3402a50 0269ca28-0ca1-43fb-8f06-a8c13d9516a2 b69a01aa-5610-4af0-b816-8b5eb39ff6cd 1fe7c036-71b3-4565-8856-1ceed6f6b943 9fe27cb3-6bd1-4999-8de6-95f9831774e4,3.0,1.0,1.0,1.0,1.0,,
roll-brake,50,5,4,3,0.6,0.08,40,0.1,60.64486000000001,5b730c180da966000147f66c 5dd7bd5fe9a0ba7539b35a99 5dddbebeb966ded354c7ab3b,5c0fc9645096c60001f15b12 5a0f2d5110f4540001779ea2,,3.0,,35f05398-8c60-43fd-b3bc-b949ddc087e3 665c8d6d-49d8-4060-bc2f-1acc99733654 ac0314e0-9f0d-4544-a102-7b1e85599a0f 5d8e1f0d-ef81-423a-8c8f-7eb351117ace 44b02f3e-29a3-4a0c-8300-a76d57d7344c 1abb8cd5-badb-4bc5-9b06-26231eefb1f7 a9a8bf48-6897-449c-a2ed-ffdcd18c5db0 c85542a8-a491-48c8-a972-46eab4e42c5b d6c4602d-c251-4760-b46e-40b34acbec18 8576310b-91e1-46ff-af5d-f6fcb02b151a a9720d13-b617-400d-bb57-7d7ecb3a284f f169849f-6ca4-4998-bbad-504c0e19b4c4 aa35e2c9-7bd0-43d3-8e27-7051e040af12 1167b296-6ab6-420f-b0f0-75d65ed759a3 0a15ea78-eb9d-438f-ab7a-4debff9ba7ca ad779f99-23fb-47bc-9087-f4c63a6ced11 5d7f2c80-ccf0-498c-a1fe-2d175cd0f4bd cd0db29d-0862-42f2-a556-87b82cfaa521 a00abe4d-dad4-4051-bd69-deb22cced193 4827d87c-59b7-4cb8-913f-99fdda37941d 5273a00a-59c0-4cbf-b3a9-5a92bcbae4c4 cfc8cb33-52b8-4023-acf6-ce24edfe9e8b f00b597f-b326-48a3-b717-a66c487025bf 15ccff78-1e33-4f6b-a997-29a140870bb4 deeedcf7-5b65-4bd8-88ca-969ad5f1d9fb 5b58c1d8-a474-4891-95c9-9a5bcb677a28 5c5012a1-54ce-4213-847e-3e1b5ac42aa5 cdbfe944-ee55-49c8-be70-5f7b670d7bc8 22b73d92-38ec-4b15-b37f-eb1f6a87cfa7 9f648b10-0c70-4b49-b803-ba8a2e771a30,,1.0,,,,,
red-beetroot,49,5,6,3,0.6,0.12244897959183673,38,0.15789473684210525,53.44497777777777,5a50c8afac562400015353b7 5de0557af31ad20d81756185 5baa4c22c4d93b0001bea5a5,5bda4059ea656500011d5334 5d430e89be616d0015f784e8,,1.0,3.0,70a8d322-316c-4364-b931-edf74f271bc1 a71e4411-ada1-45c2-a5e3-abe03e71e537 70f7f90d-f905-485f-926e-be9e17c169df ed46b941-618e-45be-8b02-6aa7e14306c8 47cbd64c-a978-452f-839a-f73e3d6ae30f 4bb0d2b2-faa7-482a-b39d-4fba6342c304 663b1734-47c8-4dbc-aae0-789b897c9730 e75fcdf4-74cb-49b5-8425-abade5105169 34635611-0532-4784-90af-aedbeda691ce b3615587-c9c1-4fbd-b7a6-166b0a4fb887 0afb0dea-b37f-4169-b7e8-a2bd108fafdb e20f0947-c73c-45bf-9726-6cc0cae9d4ad 1f76a745-7fa0-4368-9868-46f1f1a151db 7f7d8035-2eb2-4815-baf1-76d44cdf766e 982bc7a7-b5ec-493b-b2da-c985e8561553 fa7cc9cb-07e0-4652-933b-26dc69e4254e 8f7a3450-0cca-4df0-9afa-7daeec3b4de5 95a8f67e-9599-4ab9-b647-99d3d62370b8 b3b08182-3b47-4332-b502-b3755c21f4de 864a696a-ea4f-4fd9-ade2-811821a73aa4 86319827-70ed-4aa5-87f0-6c66608c7b0e 87694bb9-691d-42c9-894c-63760195b5e4 9126c6ec-af35-4671-9f1c-1e782b52fcc9 66fc7f68-0804-4b13-9957-71303af50526 0f2da564-3c88-4c08-a3d5-c9dfb9c9e315 823cf20d-7371-42fc-bc23-18e3394442e2 d22a48bb-f443-44a9-80a2-126c7b4acda6 13377589-87a2-4a93-b476-f27b713e9c52 1d6ad272-641b-4716-ac82-562bcb2cd46b,1.0,,,1.0,,,
red-lentil,47,5,5,3,0.6,0.10638297872340426,38,0.13157894736842105,54.769485714285715,5a50c8afac562400015353b7 5bda4059ea656500011d5334 5de0557af31ad20d81756185,5d430e89be616d0015f784e8 5baa4c22c4d93b0001bea5a5,,,3.0,c2fe039b-e59f-47b3-966d-c0cf55db8c94 d28c5fce-19dd-4f56-80f1-8a4b169bf52f a5181e61-6eeb-48af-8e6c-acb85491b516 f0719ba0-ab5b-468c-80f6-7830622627eb 3cdb8aa9-97e3-4bfc-8063-c6101b545d91 7c0feaf0-596e-4228-a3f4-c326cc114072 9b9399be-db31-42ab-ac2e-2288e9356c98 2abbe0ea-a041-4de5-82c8-b2450334adba 297975a6-17c2-4980-9d20-8b61973f90f9 f6f58de1-4907-46f0-a1a3-82bc850cc675 58e977e1-16f1-476f-bffc-43cd58595d37 065e19ee-8c34-4372-9285-48ec91ce92c2 2c162276-6df5-4d78-a812-f237f4f60e93 7b879a63-0c7f-49c3-a9de-a7a4194aea07 237fa083-477e-49bf-8cd0-6d82a04647a1 4a1c81a1-1b37-48e4-bb1f-24e03dd4af1e 60222d28-0f9b-4be6-90c1-52d64b5bf34d b8106d43-2724-47dc-92d1-b30079c06555 6487b31b-7c20-45a9-83f4-069d5ecf34cb 97029a71-04d8-4c20-8124-77f92c45d31a 0e87a419-e871-49fe-aea9-66f31047a27b b5a92d87-e8bc-4d04-8f11-677a85c0b2e5 008253c1-e596-4dad-89fe-f92bfddc21db 18a674e3-eb27-42c6-8b77-1dc3d3d69525 109818b6-ef9f-460a-bb49-2d53fde8e694 7852984a-91cf-48b3-a965-7cb5eefe55c9 6d228a80-6b60-4cef-a25c-6b300177d5ca b1f24667-0e7c-448c-9c28-c56c379f2bef 47606983-bf82-4b66-b5b3-1cecaa0fd5c9 aef962d1-102a-4dee-800d-1d603515ca7a,2.0,,,,,,
round-chive,50,5,8,3,0.6,0.16,40,0.2,57.277040000000014,5c547ab2fd88bb0001868aec 5c9e010f7706ba001215deb1 5de936b4f87f550612b5f282,5de85bd4ead0f17d1e35930b 5de938ece4d1830288b70b33,,1.0,1.0,6c0210e6-09b8-4691-abdc-f53827a2223e 5687ad9d-cfd2-4bae-b195-adce38a5c8a6 e4ed97f9-09dd-4424-a608-648582d6419d 26563e78-9baa-4f6c-84c5-94f544d41d6b a56d0692-226c-4ea5-95af-8fdbca1e5414 d40d3338-3b34-4f9f-b4b9-2ecba6624daf ae977545-b5c1-49db-9762-1ac5ce4a8a77 9a94a656-8ca9-48f4-b40b-0ac42bc1b647 f4028b16-77dd-4a67-875c-a84539d442bd 49cf6b1f-7fb1-4287-ae7f-9a6807f32953 e8d372e4-6f3c-46e0-952d-f00876f87a34 2274169e-95b4-4fb6-9159-6cf78d7d094a 0c087ad4-c921-4ddb-bbcf-2c09aa2ae1b3 144cbdc4-0cba-471a-b079-b52db6d2b8a9 51bb7308-918a-40ad-be28-788bc161b867 9cf1d695-be19-4b27-8256-dec42417bf22 1cef817d-ddc7-49fa-bdee-6a0af3898c73 8e3089d3-a127-4e81-b398-f4f6af5e6df4 7f577d3d-46e5-451d-8f9a-78e6ddfa5c4a c558f591-e8a4-4b09-8254-0917ef5ff855 e3b856f8-58a4-402f-9a60-aab15ef740b8 7a3ab526-24bf-461d-a79e-ea058bb80427 43601508-84d2-4279-88ce-3c4a8f102ae9 abef4d7a-44b6-4d34-a767-41fa86ca7994 ae8294e8-ffd6-4a2b-ba95-b94e3d357324 a487e93c-17bf-48ee-b84d-25375d964043 3714b7f5-c13d-4453-927b-bde9e4eb1ddf 869416fb-ae38-4469-bdba-66773eee9f47 9dd86843-a703-48cc-a19c-f96b56544f16 308dc8bd-dedc-468d-9681-c1c816091962,1.0,,1.0,1.0,2.0,1.0,
roll-bead,47,5,10,3,0.6,0.2127659574468085,36,0.2777777777777778,54.769485714285715,5a50c8afac562400015353b7 5bda4059ea656500011d5334 5baa4c22c4d93b0001bea5a5,5d430e89be616d0015f784e8 5de0557af31ad20d81756185,3.0,2.0,3.0,e767d545-4e20-4914-9548-18bffb31bfcb 24da2291-5632-4f01-b490-f398e153795c 224c62a9-1c2f-4ed0-9403-945fa87d1791 356e9d86-3bb5-4031-9146-1f082023b5dd 19a5c135-0077-4148-b5c6-b275e7f90a2e 2135f4d9-95cf-4573-b74f-52b6266990e4 d3543765-2346-4af6-a7c3-1ffec9c80ba3 8157edd0-fdb5-4477-a990-d1b3a4dac540 0079a7da-a3dd-4d5e-8131-5fecdde59cf7 1e950ece-3675-4f28-acb2-c75115c5d2b1 5f0fd614-8580-4f1f-b868-9726d17e2f4b 2b1bbb77-4696-43aa-b4f7-c8e3b267e68a d8e0165a-e9a3-468f-b27f-748449a2caa9 ac8e48ab-c9d8-4b0c-a7c3-912c9537cee3 6df19b7a-7c79-465c-bd2d-ef5564e29f08 24014af5-bebf-42fe-a2c4-e69345c1d5ea c3a5a0ce-4b60-48b7-8879-7526d5455111 5a2d6663-1339-4f82-9a14-2b0237243d3c 61f6c846-2b4b-4c05-9a56-e86e2956ab02 19674ef7-6eca-4296-aac1-bb83509984ab e20383e8-baa9-4858-8511-b2d94280abdf e4b482da-a28c-464f-b938-10397cb53205 5e8bbf26-1f9b-4071-a5e5-6751a37a9502 6ea5545d-85a3-48ad-8b35-8cb2bff55d82 32fc06d8-28b0-456c-95d0-3b0aa2fbaee9 f8427997-67b4-42a3-94c3-aeb6d98a28ad 1a20f71a-daef-4390-9210-d100a40d3360,2.0,,,,,,
red-flower,50,5,12,3,0.6,0.24,40,0.3,57.71166000000001,5dc0395f2a1dd64710661ccd 5ddc56fbf290e7bbfa96481d 5de8576d4f21b47d008d37c7,5de6be6912bcf6041b3276ba 5de6d199a23d79000bf9aef9,,2.0,2.0,8beba4b8-5d7f-4219-bdea-9825fe699f10 aeb7c394-f073-413c-bf10-9293deaf1cfd 7d593268-16d7-4845-b324-c097cfb46d39 b0b01d1b-fda2-4ceb-bb1b-aabd3fcdc785 1676c867-03b5-4af8-aa72-af7675c0a187 040e2063-b74d-4ff0-b09f-75bc97a97f43 a7818dc3-4b40-405c-a22a-32d4b783fdaa 074184c7-5f17-410b-9838-6d71c4dc6d47 7bea76c3-bff1-40c9-a2b5-4a788e6a39f7 79926060-0325-4ffc-806c-b77a8c50fbfa 5c8cf7d8-4d48-40ba-95d4-f5b0a475307f 8695f66a-4757-468b-ab97-85aa47dbcc4d 08edd08e-cd72-4758-892d-f55a07c41c54 23852f5e-9dad-467e-9444-3f880696e696 d8ee8bf6-0bf8-41cc-bc84-dbe8ef62c836 c1b93b13-ab55-428b-9a6b-37ee095a2d2d ba0be8bf-32a1-43ec-86f0-5cc6cae4b7fa 2f384b29-81c8-48fe-a090-a678e2d95e79 90eaad91-f8b8-462c-b884-3540ffa77d3b 102503ae-b401-4701-a718-eb3dd331550c 5e9dbcb2-5bdc-4b0f-a3c7-cf897265f0cf 955c385e-0662-4228-8a83-4ee05c71793a da38dfd0-db54-4668-a734-6b542b2756b2 09c0c0d3-e182-4c9c-aeff-255e29d8ab2f c81754c8-9346-470e-bd82-9cc2695fe085 116d8893-83ea-4566-8e95-c9b9d6a0a0ff 56206692-4a9a-4ba9-ae43-b29c73158674 f382a776-6f2f-4182-9649-58f418857303 58734464-b65d-4ac8-ba42-1f9e41da114a 49fb3e88-f38b-43f1-bd17-5e18f0d4eeda,2.0,1.0,1.0,2.0,1.0,1.0,
roll-acrylic,50,5,4,3,0.6,0.08,40,0.1,60.64486000000001,5c0fc9645096c60001f15b12 5dd7bd5fe9a0ba7539b35a99 5dddbebeb966ded354c7ab3b,5b730c180da966000147f66c 5a0f2d5110f4540001779ea2,1.0,1.0,1.0,f0bc11f7-9798-4b5f-b234-e87e4a0c1cd0 a33b93a6-9e9f-4f9b-b982-2234685b3471 b5d93ea9-0e2b-4518-a1dc-872b6a6a0400 0cb3931f-3209-415c-8c5d-d76d56c392fd c479c68d-cb09-4f77-9667-1701b06e9748 8c320dd4-f9ae-42a8-8b16-596714a3592e d99eee9d-561b-4a29-abc4-b4ff3cafeaeb 9f37fa0d-572e-413b-a400-1a5966ed5579 3a77de23-aa14-43d2-b2a1-47932afe3a1b 39dd7c44-1340-4fd5-ae6f-fbb346e68430 53f68768-3517-4646-911d-44767281d7b3 edce72f0-b417-4594-8976-f43e258b0cb0 789338b9-a56f-4fc6-89ba-6cb022b5230f aaf63342-924c-43ca-8f82-b4c0fc7f88a8 1f3b0ae3-3d29-4d31-864d-8268fe84f88d a44cbd19-73f6-4b25-ba4a-fdf41b6724df 69e4a833-b177-4903-92d6-5e2b5d12493a ef07b5d8-d86f-40cb-a315-aef380c4947d 6ac4eaf6-dd83-4d24-9865-d1bf5256ca3e 1396aa7e-014b-43d0-8c1b-29e1412b3e91 49b472dd-9602-48d2-be78-a479b8b80c2a d7c28506-d3e9-49f0-9a24-8f1e4b790091 efa70386-40a9-4370-bf4f-26b92644971b f3580fd6-a09d-48cd-a23a-69561cb2a52a 7e1581ea-847f-4e1e-8d4f-4038828893de 356a44f7-b0de-4aae-bf47-45f4e7dc7de4 8ed5e645-2a6d-47d8-bf59-91d7fc6cabc1 4e1abe27-33de-4d15-87e7-145092b6b80d 2cb830e8-0902-4523-a7f9-289e07ac191e 0c9408f4-767d-4a7f-a21b-8f4e4a1c62ac,1.0,,,,,,
red-radish,50,5,9,3,0.6,0.18,40,0.225,57.71166000000001,5dc0395f2a1dd64710661ccd 5ddc56fbf290e7bbfa96481d 5de8576d4f21b47d008d37c7,5de6be6912bcf6041b3276ba 5de6d199a23d79000bf9aef9,,3.0,2.0,f73fd582-c51a-4e26-aad6-e80a7a39fbb5 4aaa0f3c-ed4a-4eeb-8301-3213035df0fd cc9451c6-c258-4bcf-8ee6-457a2b1d444a 82faf6c4-61dd-48e1-94d4-60393d25b429 6667598e-f258-43a0-9db4-722d37c2ed8f 05c91d90-575a-4c55-bb4b-7565399e5934 fcd4bc0f-71c5-40c1-91ba-fb4ce750971a 2bc08460-62c9-4f3c-b001-f49074163945 a9f5c6f5-a53d-4fb7-87be-6cd256e8e08a 42fafb28-8ebc-4c76-b4ab-37ad775d9b15 85e4784a-9d63-4529-93f5-818af991b9fb 9d28972a-d6d4-4796-a13b-bd9c81b0ba97 64a87ab9-6f11-46cf-8c52-b4611f4eed30 673df63b-b153-4cef-ad70-15abe2418ff0 03330379-48d2-41a0-bdda-9eef2ae19269 67515807-e7ba-42ad-80dd-1d8075a0b79c f425a4f1-d833-4bd7-8943-9313bce4ea5b 7dcb99e7-1c15-412a-87af-8b5e52ef748c fbcab9f2-9320-4118-a774-589eaf9f9c61 65226804-7dc5-4f42-b9cf-8ead8cd09952 697e837e-23c1-4429-aaa4-936bef19e293 939daf9d-f07a-4b00-bb92-fd51a51b0fd1 4d465fd3-bcef-4e97-bf5b-2c3a564f29ef e37502e5-d485-40fb-9c5a-33f7286ba735 573eb33b-90ca-44c7-9f48-611f6f9a6b0a 4a9dbb68-efc3-460d-8135-b1f66dd6295f 7cb28727-6317-4299-b123-7e7f1c3b84d9 a0d2905e-a0e9-4625-a10a-665e320a5617 59b20f23-bebe-4a57-a70d-1a62d119264b 7a3d5955-884d-4759-8b32-c740c9e308b4,2.0,,,2.0,,,
round-world,50,5,9,3,0.6,0.18,40,0.225,42.04644,5b99872a357ce300014f2099 5de2515f676a6d286c48fb2c 5de294e8c3bd282be968e7ab,5c743796a87fd9001287f48b 5de28ced693f222c2f347507,,1.0,1.0,bb87ca19-abfe-49be-9eed-8f24359723d5 23ff8e8a-fb52-474b-902b-053da7a8ec78 fb57e0c8-a6e2-4498-b5fb-f84efe4f2650 3aeabb78-17bd-4236-b026-1915b6ee5785 03627c0f-5183-4a87-bef1-c128cc0758a6 3d6f856c-75b2-4bf0-8d75-a0cd357932bb 5ed1d3fe-115b-4f88-ba45-a761dc61737c 61c9ea7d-71e7-4a10-9981-1a00d1c8f37f 8602f3be-cbef-4550-b117-ce617e385f0b 7515eee7-40c6-40d7-a48d-26327b28523d 17b4fa61-e972-4472-8713-71a2fe0c2436 c91b277f-9489-4ed5-bc98-e6f46697436a 6d576003-5de0-4293-9d1f-22a4eed31865 3fd3b2a6-0db0-4561-ae2e-73243d5e7990 52c2adf6-e8d2-40a2-97ce-f7a4cf795976 8e5adc9b-6eba-4291-9959-3404a29bc968 434ac363-5169-4543-a8d8-7c6fd9b15247 e3a4c4bf-be54-4d32-bd79-cd92877d1941 bf3d4860-761b-4a10-8861-9b6f9cf6415d bad7099c-8531-48cd-9efc-3472a9c5ecf3 df37b24d-5cc6-4754-b841-8dbcb7c74bf7 75018bd9-36e4-425f-abe6-5c9792a0b816 78a92c94-b036-4322-bfd8-36c84380ae2c 1f189071-5dc2-442f-8ed0-30f3d219e5fb 8ff28e3f-0159-4bb7-a6c5-0fdff6145c2e 0f6f39e6-a340-4e66-ac68-55fce3ee992c f0deca48-3763-4567-9856-1bd585295f29 14552573-0986-4f21-b6df-4f57d715a038 54495695-fc86-44f5-9466-1f3b725d850d 854145f8-a9e8-43aa-a283-c31698681f76,1.0,2.0,1.0,1.0,1.0,1.0,
round-watermelon,50,5,10,3,0.6,0.2,40,0.25,42.04644,5b99872a357ce300014f2099 5de2515f676a6d286c48fb2c 5de294e8c3bd282be968e7ab,5c743796a87fd9001287f48b 5de28ced693f222c2f347507,,2.0,3.0,354df7ed-d2f0-4373-845a-7fbe188a2ccb f68ddcc1-94be-4947-9ee4-71fa233f7fb9 ce18c406-8a12-4d97-88fb-064b90e488a5 4e38c416-e01e-403f-a2a0-dd5c70e67267 dba617e2-9484-45c8-a5bc-347466403833 b8feae79-d8f3-464d-b589-d08429e6985c 21a5e834-f88a-4975-93fb-dbf584ef00ca 07877e90-e98d-447b-99f2-359b6094166a 5969937c-6205-4f21-a813-58cf4f6ceb4f afc1724a-d2e6-4059-89ee-fe52bcecfe88 81b9ef8c-7dde-4ce8-ac69-2e9ae9337af3 6aa0ffc6-58dc-45ad-adb5-1718ed2443a3 926a0d1b-f61d-4855-bb98-f6bfdddf0271 deb02042-92f8-43b9-9106-6b194de3d2bd 6fbb48ac-1b24-46be-8c5c-1f77c5583c20 f5f751f7-4595-45a6-9619-38152f8662fc 3a2f13b7-59a9-4249-a93f-8178ffe79903 b65de3e1-18cb-482f-83aa-691109941103 e1453266-bc31-4d76-a1b4-868f5959de9e 42bdba39-d21d-4092-b23c-6bb6f61bfa66 b681ea84-918a-4cac-8d38-0e0a5ff9b8ea cdb06057-fd28-4a10-b86f-d39badc0ea9f 1084dc09-a443-42a6-88fa-e6c1c7ba760e 1b2acc22-9b92-444b-b518-e36d6b5cf69c bda6c267-5d57-4cb3-9d47-ccdfc6a0e12a 77ce4eb4-e02f-4a83-964e-8b64d82a285f ca4a4c3a-918c-47b2-be7f-59c34498fa44 3be50faa-00c9-4441-8f72-0c4223ef5254 4242ab02-5b88-4aaf-bb0c-af1bffa09104 58110a95-5988-4eeb-955a-c4b3e761fdaa,1.0,1.0,,2.0,1.0,,
round-sundae,53,6,13,3,0.5,0.24528301886792453,41,0.3170731707317073,266.93587222222226,5caccbc4976d010014b9cd9d 5db1e70a4f275f000c2f8ee3 5ddcbe9cf3b7c2c1d37f3c13,56a5702281a8ca000d3e573e 5c409b3a5daced00018bf611 5c91886a2535970018cdc9cb,,2.0,3.0,f2a7495a-99d4-40b0-8ed1-0c829ce38009 41b233ab-b16e-4768-80ae-8c2fd513ac42 45f976f7-09a1-46f3-b4ef-5cbcd38ea6b8 d76cfddd-6a75-47fe-91d9-2127b98896f6 e01588c7-a216-41ab-8594-bc41402cb447 18f4b2ce-ffa7-4540-b277-52bc78721b1e bd143e75-6296-4b7f-b43c-49edf73183fd 06f30817-82d3-4944-ab68-0c712a48e5bf 22685447-f5a0-4d69-8951-4604f8886bf2 d056c7f3-5f65-46a1-a1eb-1089aa6cdcdf 34e41fb8-4f64-48dc-972d-9d218c7e2589 b8b76651-b86f-46d4-b7d0-b4412d8ad69c 316c9c60-1593-43c0-b9de-8e0b206d2fdf 9fd087e1-67d6-40f0-9c10-6694b89256bd 6b42c86c-e16c-498a-a275-021f0de2b640 da3f2eca-fae7-42d0-8c8d-f166f30f9114 176a627a-2c36-4db5-9bcc-6fbb52c7d52b 5a9f30f3-9efb-4b79-a0fd-d47483fbf50f edf18fdb-6922-4933-9e38-0e298cc47912 f731419d-bbbd-4e9b-8940-f93f6a12f296 a71d8be1-1065-491f-8a6e-8df768a8ed46 2d146042-15a9-4531-a30e-753bff58289e 73c35bec-b549-46fb-9d93-318e65cd1765 73e6d22e-30c3-4161-bb21-c8862b03e972 ab0aef29-c983-4e23-be83-06331a4b731f ce22ca2a-166b-4cd8-830d-cd5b022973bc 38a26754-d584-4200-92ae-a37d70b8cb8f 51fb9259-0a4e-41ae-ab54-de3d12428cab 8178cc6b-39be-4ee6-a0d0-124051a34e64 88d17fd0-7f9b-4104-b21e-c22a06072cdd,2.0,1.0,1.0,2.0,1.0,1.0,
